"id_bnvd";"libelle_bnvd";"cas_bnvd";"index_eupdb";"libelle_eupdb";"cas_eupdb";"etat_reg_1107_2009";"date_approbation";"date_expiration_approbation";"evaluation_risque_par";"em_rapporteur";"co_em_rapporteur";"legislations_anciennes";"legislations_actives";"autorisations_pays";"autorisation_france"
"516_sub_bnvd";"nitrate de baryum";"10022-31-8";"437";"Barium nitrate";"10022-31-8";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004D0129:EN:NOT"">2004/129/EC</a>";"";""
"517_sub_bnvd";"nitrate de potassium";"7757-79-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"518_sub_bnvd";"nitrite de sodium";"7632-00-0";"";"";"";"";"";"";"";"";"";"";"";"";""
"519_sub_bnvd";"npv ha (nucleopolyhedrovirus d'helicoverpa armigera)";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"520_sub_bnvd";"nucleopolyhedrovirus de spodoptera littoralis";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"521_sub_bnvd";"octylphenol octaglycol ether";"9036-19-5";"";"";"";"";"";"";"";"";"";"";"";"";""
"522_sub_bnvd";"oligomeres terpeniques";"70750-57-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"523_sub_bnvd";"ortho benzyl para chlorophenate de sodium";"3184-65-4";"";"";"";"";"";"";"";"";"";"";"";"";""
"524_sub_bnvd";"orthophenylphenate de sodium";"132-27-4";"1013";"2-Phenylphenol (incl. sodium salt orthophenyl phenol)";"90-43-7";"Approuvée";"2010-01-01";"2027-11-15";"EFSA";"ES";"EL";"";"<a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"CY, EL, ES, HR, PT";"Non"
"525_sub_bnvd";"orthophenylphenol";"90-43-7";"1013";"2-Phenylphenol (incl. sodium salt orthophenyl phenol)";"90-43-7";"Approuvée";"2010-01-01";"2027-11-15";"EFSA";"ES";"EL";"";"<a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"CY, EL, ES, HR, PT";"Non"
"526_sub_bnvd";"oryzalin";"19044-88-3";"925";"Oryzalin";"19044-88-3";"Non approuvée";"2011-06-01";"2021-05-31";"EFSA";"NL";"FR";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011L0027:EN:NOT"">2011/27/EU</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"";""
"527_sub_bnvd";"oxadiargyl";"39807-15-3";"927";"Oxadiargyl";"39807-15-3";"Non approuvée";"2003-07-01";"2014-03-31";"COM";"PL";"IT";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0023:EN:NOT"">03/23/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32014R0186:EN:NOT"">Reg. (EU) No 186/2014</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"528_sub_bnvd";"oxadiazon";"19666-30-9";"928";"Oxadiazon";"19666-30-9";"Non approuvée";"2009-01-01";"2018-12-31";"EFSA";"IT";"ES";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0069:EN:NOT"">2008/69/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0039:EN:NOT"">2010/39/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"529_sub_bnvd";"oxamyl";"23135-22-0";"930";"Oxamyl";"23135-22-0";"Non approuvée";"2006-08-01";"2023-05-01";"EFSA";"IT";"FR";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1575892902511&uri=CELEX:32019R2094"">Reg. (EU) 2019/2094</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) 84/2018</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1136:EN:NOT"">Reg. (EU) No 1136/2013</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0016:EN:NOT"">Dir 06/16/EC</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/741/oj"">Reg. (EU) 2023/741</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"";""
"530_sub_bnvd";"oxathiapiproline";"1003318-67-9";"1290";"Oxathiapiprolin";"1003318-67-9";"Approuvée";"2017-03-03";"2027-03-03";"EFSA";"NO";"CZ";"";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1490351514582&uri=CELEX:32017R0239"">Reg. (EU) 2017/239</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"531_sub_bnvd";"oxydemeton-methyl";"301-12-2";"934";"Oxydemeton-methyl";"301-12-2";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0392:EN:NOT"">2007/392</a>";"";""
"532_sub_bnvd";"oxyfluorfene";"42874-03-3";"935";"Oxyfluorfen";"42874-03-3";"Approuvée";"2012-01-01";"2027-05-31";"EFSA";"ES";"HU";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"">2008/934/EC</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1490352915372&uri=CELEX:32017R0359"">Reg. (EU) 2017/359</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1550657879685&uri=CELEX:32019R0291"">Reg. (EU) 2019/291</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2781/oj"">Reg. (EU) 2024/2781</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0798:EN:NOT"">Reg. (EU) No 798/2011</a>";"BG, CY, EL, ES, HR, IT, MT, PL, PT";"Non"
"533_sub_bnvd";"paclobutrazol";"76738-62-0";"937";"Paclobutrazol";"76738-62-0";"Approuvée";"2011-06-01";"2026-08-31";"EFSA";"AT";"RO";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011L0055:EN:NOT"">2011/55/EU</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1537972541028&uri=CELEX:32018R1266"">Reg. (EU) No 2018/1266</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HU, IE, IT, LT, LV, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"534_sub_bnvd";"paecilomyces fumosoroseus apopka souche 97";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"535_sub_bnvd";"paecilomyces lilacinus souche 251";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"536_sub_bnvd";"para tertiaire amyl phenate de sodium";"31366-95-7";"";"";"";"";"";"";"";"";"";"";"";"";""
"537_sub_bnvd";"paraffine";"8002-74-2";"";"";"";"";"";"";"";"";"";"";"";"";""
"538_sub_bnvd";"parahydroxyphenylsalicylamide";"526-18-1";"134";"Hydroxyphenyl-salicylamide";"526-18-1";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>";"";""
"539_sub_bnvd";"pediococcus pentosaceus";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"540_sub_bnvd";"penconazole";"66246-88-6";"960";"Penconazole";"66246-88-6 ";"Approuvée";"2010-01-01";"2026-10-15";"EFSA";"NO";"DE";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0077:EN:NOT"">2009/77/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0034:EN:NOT"">2010/34/EU</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"541_sub_bnvd";"pencycuron";"66063-05-6";"1192";"Pencycuron";"66063-05-6";"Non approuvée";"2011-06-01";"2021-05-31";"EFSA";"LV";"PL";"<a href=""https://eur-lex.europa.eu/eli/reg_impl/2018/1266/o"">Reg. (EU) 2018/1266</a>";"<a href=""https://eur-lex.europa.eu/eli/dir_impl/2011/49/oj"">Directive 91/414/EEC</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/1643/oj"">Reg. (EU) 2020/1643</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2011/540/oj"">Reg. (EU) No 540/2011</a>";"";""
"542_sub_bnvd";"pendimethaline";"40487-42-1";"961";"Pendimethalin";"40487-42-1 ";"Approuvée";"2017-09-01";"2027-01-15";"EFSA";"SE";"NL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0031:EN:NOT"">03/31/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0950"">Reg. (EU) 2016/950</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1496323465808&uri=CELEX:32017R0841"">Reg. (EU) 2017/841</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1500476316854&uri=CELEX:32017R1114"">Reg. (EU) 2017/1114</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557739210458&uri=CELEX:32019R0724"">Reg. (EU) 2019/724</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2221/oj"">Reg. (EU) 2024/2221</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SI, SK";"Oui"
"543_sub_bnvd";"penoxsulame";"219714-96-2";"962";"Penoxsulam";"219714-96-2";"Approuvée";"2010-08-01";"2026-05-15";"EFSA";"IT";"PL";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0025:EN:NOT"">2010/25/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1511861569747&uri=CELEX:32017R2069"">Reg. (EU) 2017/2069</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, CY, CZ, DE, EL, ES, FR, HU, IT, LU, MT, PL, PT, SI, SK";"Oui"
"544_sub_bnvd";"pentapotassium bis(peroxymonosulfate) bis(sulfate)";"70693-62-8";"1230";"Pentapotassium bis(peroxymonosulphate) bis(sulphate)";"70693-62-8";"Non approuvée";"";"";"";"";"";"";"";"";""
"545_sub_bnvd";"penthiopyrad";"183675-82-3";"982";"Penthiopyrad";"183675-82-3";"Non approuvée";"2014-05-01";"2025-10-31";"EFSA";"SE";"CZ";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010D0466:EN:NOT"">Dossier Complete 2010/466/EU</a>";"<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/2027/oj"">Reg. (EU) 2025/2027</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1187:EN:NOT"">Reg. (EU) No 1187/2013</a>";"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FR, HU, IE, IT, MT, NL, PL, PT, SK";"Oui"
"546_sub_bnvd";"permanganate de potassium";"7722-64-7";"52";"Potassium permanganate";"7722-64-7";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0768(01):EN:NOT"">2008/768</a>";"";""
"547_sub_bnvd";"permethrine";"52645-53-1";"974
968";"Phenothrin (aka Sumithrin)
Permethrin";"52645-53-1";"Non approuvée";"";"";"";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>
<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32000D0817:EN:NOT"">00/817/EC</a>";"";""
"548_sub_bnvd";"peroxyde d'hydrogene";"7722-84-1";"131";"Hydrogen peroxide";"7722-84-1";"Approuvée";"2017-03-29";"";"EFSA";"";"";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0442:EN:NOT"">2007/442</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1490352787394&uri=CELEX:32017R0409"">Reg. (EU) 2017/409</a>";"";""
"549_sub_bnvd";"pethoxamide";"106700-29-2";"869";"Pethoxamid";"106700-29-2 ";"Approuvée";"2018-12-01";"2033-11-30";"EFSA";"AT";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1136:EN:NOT"">Reg. (EU) No 1136/2013</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) No 84/2018</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0041:EN:NOT"">06/41/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1538038929387&uri=CELEX:32018R1264"">Reg. (EU) No 2018/1264</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CZ, DE, EL, ES, FR, HR, HU, IT, LT, LU, PL, PT, SE, SI, SK";"Oui"
"550_sub_bnvd";"phenmediphame";"13684-63-4";"973";"Phenmedipham";"13684-63-4 ";"Approuvée";"2005-03-01";"2026-09-30";"COM";"FI";"DK";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1496323465808&uri=CELEX:32017R0841"">Reg. (EU) 2017/841</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) 2019/707</a>";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32004L0058:EN:NOT"">04/58/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593089089989&uri=CELEX:32020R0869"">Reg. (EU) 2020/869</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/99/oj"">Reg. (EU) 2025/99</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, SE, SK";"Oui"
"551_sub_bnvd";"phlebiopsis gigantea souche vra 1835";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"552_sub_bnvd";"phosalone";"2310-17-0";"977";"Phosalone";"2310-17-0";"Non approuvée";"";"";"";"";"";"";"";"";""
"553_sub_bnvd";"phosmet";"732-11-6";"850";"Phosmet";"732-11-6";"Non approuvée";"2007-10-01";"2022-02-01";"EFSA";"ES";"EL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0025:EN:NOT"">07/25/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) 2019/707</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593089089989&uri=CELEX:32020R0869"">Reg. (EU) 2020/869</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/94/oj"">Reg. (EU) 2022/94</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"";""
"554_sub_bnvd";"phosphate ferrique dihydrate";"14567-75-0";"23";"Ferric phosphate";"10045-86-0";"Approuvée";"2016-01-01";"2030-12-31";"EFSA";"PL";"DK";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32001L0087:EN:NOT"">01/87/EC</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R1166"">Reg. (EU) 2015/1166</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"555_sub_bnvd";"phosphate ferrique";"10045-86-0";"23";"Ferric phosphate";"10045-86-0";"Approuvée";"2016-01-01";"2030-12-31";"EFSA";"PL";"DK";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32001L0087:EN:NOT"">01/87/EC</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R1166"">Reg. (EU) 2015/1166</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, NO, PL, PT, RO, SE, SI, SK";"Oui"
"556_sub_bnvd";"phosphonate de disodium";"13708-85-5";"690";"Disodium phosphonate";"13708-85-5";"Approuvée";"2014-02-01";"2026-01-31";"EFSA";"FR";"EL";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0442:EN:NOT"">Dossier complete 08/953/EC</a>";"<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0832:EN:NOT"">Reg. (EU) No 832/2013</a>";"AT, BG, CZ, DE, ES, FR, IT, LU, PT, RO, SI, SK";"Oui"
"557_sub_bnvd";"phosphonates de potassium";"SA40";"";"";"";"";"";"";"";"";"";"";"";"";""
"558_sub_bnvd";"phosphure d'aluminium";"20859-73-8";"1015";"Aluminium phosphide";"20859-73-8";"Approuvée";"2009-09-01";"2026-11-30";"EFSA";"AT";"EE";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0125:EN:NOT"">2008/125</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, SE, SI, SK";"Oui"
"559_sub_bnvd";"phosphure de calcium";"1305-99-3";"500";"Calcium phosphide";"1305-99-3";"Non approuvée";"2009-09-01";"2020-12-01";"COM";"AT";"DE";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0125:EN:NOT"">2008/125</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32020R1643&qid=1604918663225"">Reg. (EU) 2020/1643</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>";"";""
"560_sub_bnvd";"phosphure de magnesium";"12057-74-8";"272";"Magnesium phosphide";"12057-74-8 ";"Approuvée";"2009-09-01";"2026-11-30";"EFSA";"AT";"EE";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0125:EN:NOT"">2008/125</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CY, DE, EE, EL, ES, FI, FR, HR, HU, IT, LT, LU, LV, NL, PL, PT, SI, SK";"Oui"
"561_sub_bnvd";"phosphure de zinc";"1314-84-7";"199";"Zinc phosphide";"1314-84-7";"Approuvée";"2011-05-01";"2026-12-31";"EFSA";"AT";"DE";"";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0085:EN:NOT"">2010/85/EU</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1206/oj"">Reg. (EU) 2024/1206 </a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CZ, DE, ES, FR, HR, HU, IT, LU, MT, PL, RO, SI, SK";"Oui"
"562_sub_bnvd";"phoxime";"14816-18-3";"1031";"Phoxim";"14816-18-3";"Non approuvée";"";"";"";"";"";"";"";"";""
"563_sub_bnvd";"piclorame";"1918-02-1";"290";"Picloram";"1918-02-1";"Approuvée";"2009-01-01";"2028-02-15";"EFSA";"PL";"CZ";"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0039:EN:NOT"">2010/39/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>";"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>";"AT, BE, BG, CZ, DE, DK, EE, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, PL, RO, SE, SI, SK";"Oui"
